Sheet,State_Territory,Total_Transactions,Unprocessed_Transactions,Z_Total_Nonmatches,Total_Matches,X_Single_Match_Alive,Y_Single_Match_Deceased,V_Multiple_Match_Alive,T_Multiple_Match_Deceased,W_Multiple_Match_Mixed,PercentNonMatch,PercentMatchDeceased,Year,Date,DayOfYear,ISOyear,ISOweek
2021-11-06,Louisiana,5,0,0,5,5,0,0,0,0,0,0,2021,2021-11-06,310,2021,44
2021-11-06,Maine,0,0,0,0,0,0,0,0,0,NA,NA,2021,2021-11-06,310,2021,44
2021-11-06,Maryland,95,0,15,80,80,0,0,0,0,15.789,0,2021,2021-11-06,310,2021,44
2021-11-06,Massachusetts,48,0,21,27,27,0,0,0,0,43.75,0,2021,2021-11-06,310,2021,44
2021-11-06,Michigan,16,0,3,13,12,1,0,0,0,18.75,7.692,2021,2021-11-06,310,2021,44
2021-11-06,Minnesota,1088,0,68,1020,1020,0,0,0,0,6.25,0,2021,2021-11-06,310,2021,44
2021-11-06,Mississippi,81,0,13,68,63,5,0,0,0,16.049,7.353,2021,2021-11-06,310,2021,44
2021-11-06,Missouri,2254,0,504,1750,1575,175,0,0,0,22.36,10,2021,2021-11-06,310,2021,44
2021-11-06,Montana,357,0,55,302,302,0,0,0,0,15.406,0,2021,2021-11-06,310,2021,44
2021-11-06,Nebraska,21,0,3,18,16,2,0,0,0,14.286,11.111,2021,2021-11-06,310,2021,44
2021-11-06,Nevada,382,0,210,172,172,0,0,0,0,54.974,0,2021,2021-11-06,310,2021,44
2021-11-06,New Hampshire,0,0,0,0,0,0,0,0,0,NA,NA,2021,2021-11-06,310,2021,44
2021-11-06,New Jersey,4706,0,1022,3684,3612,72,0,0,0,21.717,1.954,2021,2021-11-06,310,2021,44
2021-11-06,New Mexico,0,0,0,0,0,0,0,0,0,NA,NA,2021,2021-11-06,310,2021,44
2021-11-06,New York,360,0,161,199,199,0,0,0,0,44.722,0,2021,2021-11-06,310,2021,44
2021-11-06,North Carolina,695,0,93,602,601,1,0,0,0,13.381,0.166,2021,2021-11-06,310,2021,44
2021-11-06,North Dakota,0,0,0,0,0,0,0,0,0,NA,NA,2021,2021-11-06,310,2021,44
2021-11-06,Ohio,10,0,5,5,5,0,0,0,0,50,0,2021,2021-11-06,310,2021,44
2021-11-06,Oklahoma,0,0,0,0,0,0,0,0,0,NA,NA,2021,2021-11-06,310,2021,44
2021-11-06,Oregon,679,0,110,569,532,37,0,0,0,16.2,6.503,2021,2021-11-06,310,2021,44
2021-11-06,Pennsylvania,1785,0,110,1675,1675,0,0,0,0,6.162,0,2021,2021-11-06,310,2021,44
2021-11-06,Rhode Island,909,0,47,862,862,0,0,0,0,5.171,0,2021,2021-11-06,310,2021,44
2021-11-06,South Carolina,0,0,0,0,0,0,0,0,0,NA,NA,2021,2021-11-06,310,2021,44
2021-11-06,South Dakota,169,0,29,140,140,0,0,0,0,17.16,0,2021,2021-11-06,310,2021,44
2021-11-06,Tennessee,0,0,0,0,0,0,0,0,0,NA,NA,2021,2021-11-06,310,2021,44
2021-11-06,Texas,24570,0,202,24368,24368,0,0,0,0,0.822,0,2021,2021-11-06,310,2021,44
2021-11-06,Utah,148,0,37,111,110,1,0,0,0,25,0.901,2021,2021-11-06,310,2021,44
2021-11-06,Vermont,0,0,0,0,0,0,0,0,0,NA,NA,2021,2021-11-06,310,2021,44
2021-11-06,Virginia,0,0,0,0,0,0,0,0,0,NA,NA,2021,2021-11-06,310,2021,44
2021-11-06,Washington,685,0,124,561,561,0,0,0,0,18.102,0,2021,2021-11-06,310,2021,44
2021-11-06,West Virginia,0,0,0,0,0,0,0,0,0,NA,NA,2021,2021-11-06,310,2021,44
2021-11-06,Wisconsin,20,0,3,17,17,0,0,0,0,15,0,2021,2021-11-06,310,2021,44
2021-11-06,Wyoming,867,0,61,806,806,0,0,0,0,7.036,0,2021,2021-11-06,310,2021,44
2021-11-06,Total,63974,0,7068,56906,56000,903,1,0,2,11.048,1.587,2021,2021-11-06,310,2021,44
2021-10-30,Alabama,994,0,190,804,615,189,0,0,0,19.115,23.507,2021,2021-10-30,303,2021,43
2021-10-30,Alaska,197,0,48,149,145,4,0,0,0,24.365,2.685,2021,2021-10-30,303,2021,43
2021-10-30,Arizona,458,0,227,231,231,0,0,0,0,49.563,0,2021,2021-10-30,303,2021,43
2021-10-30,Arkansas,0,0,0,0,0,0,0,0,0,NA,NA,2021,2021-10-30,303,2021,43
2021-10-30,California,2161,0,817,1344,1325,19,0,0,0,37.807,1.414,2021,2021-10-30,303,2021,43
2021-10-30,Colorado,0,0,0,0,0,0,0,0,0,NA,NA,2021,2021-10-30,303,2021,43
2021-10-30,Connecticut,274,0,80,194,193,0,1,0,0,29.197,0,2021,2021-10-30,303,2021,43
2021-10-30,Delaware,0,0,0,0,0,0,0,0,0,NA,NA,2021,2021-10-30,303,2021,43
2021-10-30,District Of Columbia,0,0,0,0,0,0,0,0,0,NA,NA,2021,2021-10-30,303,2021,43
2021-10-30,Florida,1270,0,379,891,891,0,0,0,0,29.843,0,2021,2021-10-30,303,2021,43
2021-10-30,Georgia,83,0,29,54,54,0,0,0,0,34.94,0,2021,2021-10-30,303,2021,43
2021-10-30,Hawaii,43,0,5,38,38,0,0,0,0,11.628,0,2021,2021-10-30,303,2021,43
2021-10-30,Idaho,131,0,18,113,113,0,0,0,0,13.74,0,2021,2021-10-30,303,2021,43
2021-10-30,Illinois,15042,0,1943,13099,12987,110,2,0,0,12.917,0.84,2021,2021-10-30,303,2021,43
2021-10-30,Indiana,2467,0,220,2247,2196,51,0,0,0,8.918,2.27,2021,2021-10-30,303,2021,43
2021-10-30,Iowa,137,0,25,112,112,0,0,0,0,18.248,0,2021,2021-10-30,303,2021,43
2021-10-30,Kansas,67,0,8,59,43,16,0,0,0,11.94,27.119,2021,2021-10-30,303,2021,43
2021-10-30,Kentucky,0,0,0,0,0,0,0,0,0,NA,NA,2021,2021-10-30,303,2021,43
2021-10-30,Louisiana,5,0,0,5,5,0,0,0,0,0,0,2021,2021-10-30,303,2021,43
2021-10-30,Maine,0,0,0,0,0,0,0,0,0,NA,NA,2021,2021-10-30,303,2021,43
2021-10-30,Maryland,90,0,20,70,70,0,0,0,0,22.222,0,2021,2021-10-30,303,2021,43
2021-10-30,Massachusetts,32,0,15,17,17,0,0,0,0,46.875,0,2021,2021-10-30,303,2021,43
2021-10-30,Michigan,31,0,6,25,25,0,0,0,0,19.355,0,2021,2021-10-30,303,2021,43
2021-10-30,Minnesota,382,0,36,346,346,0,0,0,0,9.424,0,2021,2021-10-30,303,2021,43
2021-10-30,Mississippi,31,0,3,28,14,14,0,0,0,9.677,50,2021,2021-10-30,303,2021,43
2021-10-30,Missouri,2210,0,508,1702,1595,107,0,0,0,22.986,6.287,2021,2021-10-30,303,2021,43
2021-10-30,Montana,445,0,98,347,346,1,0,0,0,22.022,0.288,2021,2021-10-30,303,2021,43
2021-10-30,Nebraska,45,0,5,40,40,0,0,0,0,11.111,0,2021,2021-10-30,303,2021,43
2021-10-30,Nevada,428,0,232,196,196,0,0,0,0,54.206,0,2021,2021-10-30,303,2021,43
2021-10-30,New Hampshire,0,0,0,0,0,0,0,0,0,NA,NA,2021,2021-10-30,303,2021,43
2021-10-30,New Jersey,4842,0,1023,3819,3710,109,0,0,0,21.128,2.854,2021,2021-10-30,303,2021,43
2021-10-30,New Mexico,0,0,0,0,0,0,0,0,0,NA,NA,2021,2021-10-30,303,2021,43
2021-10-30,New York,517,0,184,333,333,0,0,0,0,35.59,0,2021,2021-10-30,303,2021,43
2021-10-30,North Carolina,813,0,151,662,661,1,0,0,0,18.573,0.151,2021,2021-10-30,303,2021,43
2021-10-30,North Dakota,0,0,0,0,0,0,0,0,0,NA,NA,2021,2021-10-30,303,2021,43
2021-10-30,Ohio,16,0,5,11,11,0,0,0,0,31.25,0,2021,2021-10-30,303,2021,43
2021-10-30,Oklahoma,0,0,0,0,0,0,0,0,0,NA,NA,2021,2021-10-30,303,2021,43
2021-10-30,Oregon,604,0,128,476,437,39,0,0,0,21.192,8.193,2021,2021-10-30,303,2021,43
2021-10-30,Pennsylvania,11112,0,570,10542,10540,1,0,0,1,5.13,0.009,2021,2021-10-30,303,2021,43
2021-10-30,Rhode Island,745,0,26,719,684,35,0,0,0,3.49,4.868,2021,2021-10-30,303,2021,43
2021-10-30,South Carolina,0,0,0,0,0,0,0,0,0,NA,NA,2021,2021-10-30,303,2021,43
2021-10-30,South Dakota,169,0,38,131,131,0,0,0,0,22.485,0,2021,2021-10-30,303,2021,43
2021-10-30,Tennessee,0,0,0,0,0,0,0,0,0,NA,NA,2021,2021-10-30,303,2021,43
2021-10-30,Texas,23935,0,131,23804,23804,0,0,0,0,0.547,0,2021,2021-10-30,303,2021,43
2021-10-30,Utah,349,0,137,212,212,0,0,0,0,39.255,0,2021,2021-10-30,303,2021,43
2021-10-30,Vermont,0,0,0,0,0,0,0,0,0,NA,NA,2021,2021-10-30,303,2021,43
2021-10-30,Virginia,0,0,0,0,0,0,0,0,0,NA,NA,2021,2021-10-30,303,2021,43
2021-10-30,Washington,801,0,226,575,574,1,0,0,0,28.215,0.174,2021,2021-10-30,303,2021,43
2021-10-30,West Virginia,0,0,0,0,0,0,0,0,0,NA,NA,2021,2021-10-30,303,2021,43
2021-10-30,Wisconsin,68,0,14,54,54,0,0,0,0,20.588,0,2021,2021-10-30,303,2021,43
2021-10-30,Wyoming,107,0,17,90,90,0,0,0,0,15.888,0,2021,2021-10-30,303,2021,43
2021-10-30,Total,71101,0,7562,63539,62838,697,3,0,1,10.636,1.097,2021,2021-10-30,303,2021,43
2021-10-23,Alabama,1023,0,237,786,566,220,0,0,0,23.167,27.99,2021,2021-10-23,296,2021,42
2021-10-23,Alaska,37,0,15,22,19,3,0,0,0,40.541,13.636,2021,2021-10-23,296,2021,42
2021-10-23,Arizona,255,0,73,182,172,10,0,0,0,28.627,5.495,2021,2021-10-23,296,2021,42
2021-10-23,Arkansas,0,0,0,0,0,0,0,0,0,NA,NA,2021,2021-10-23,296,2021,42
2021-10-23,California,2244,0,726,1518,1511,7,0,0,0,32.353,0.461,2021,2021-10-23,296,2021,42
2021-10-23,Colorado,0,0,0,0,0,0,0,0,0,NA,NA,2021,2021-10-23,296,2021,42
2021-10-23,Connecticut,211,0,55,156,156,0,0,0,0,26.066,0,2021,2021-10-23,296,2021,42
2021-10-23,Delaware,0,0,0,0,0,0,0,0,0,NA,NA,2021,2021-10-23,296,2021,42
2021-10-23,District Of Columbia,0,0,0,0,0,0,0,0,0,NA,NA,2021,2021-10-23,296,2021,42
2021-10-23,Florida,1035,0,272,763,762,0,1,0,0,26.28,0,2021,2021-10-23,296,2021,42
2021-10-23,Georgia,493,0,153,340,340,0,0,0,0,31.034,0,2021,2021-10-23,296,2021,42
2021-10-23,Hawaii,47,0,6,41,41,0,0,0,0,12.766,0,2021,2021-10-23,296,2021,42
2021-10-23,Idaho,106,0,30,76,74,0,2,0,0,28.302,0,2021,2021-10-23,296,2021,42
2021-10-23,Illinois,15546,0,2184,13362,13241,121,0,0,0,14.049,0.906,2021,2021-10-23,296,2021,42
2021-10-23,Indiana,2682,0,241,2441,2421,16,4,0,0,8.986,0.655,2021,2021-10-23,296,2021,42
2021-10-23,Iowa,366,0,101,265,265,0,0,0,0,27.596,0,2021,2021-10-23,296,2021,42
2021-10-23,Kansas,102,0,19,83,67,16,0,0,0,18.627,19.277,2021,2021-10-23,296,2021,42
2021-10-23,Kentucky,0,0,0,0,0,0,0,0,0,NA,NA,2021,2021-10-23,296,2021,42
2021-10-23,Louisiana,22,0,3,19,19,0,0,0,0,13.636,0,2021,2021-10-23,296,2021,42
2021-10-23,Maine,0,0,0,0,0,0,0,0,0,NA,NA,2021,2021-10-23,296,2021,42
2021-10-23,Maryland,129,0,44,85,85,0,0,0,0,34.109,0,2021,2021-10-23,296,2021,42
2021-10-23,Massachusetts,97,0,28,69,69,0,0,0,0,28.866,0,2021,2021-10-23,296,2021,42
2021-10-23,Michigan,56,0,11,45,45,0,0,0,0,19.643,0,2021,2021-10-23,296,2021,42
2021-10-23,Minnesota,441,0,149,292,292,0,0,0,0,33.787,0,2021,2021-10-23,296,2021,42
2021-10-23,Mississippi,8,0,1,7,7,0,0,0,0,12.5,0,2021,2021-10-23,296,2021,42
2021-10-23,Missouri,2946,0,623,2323,2186,137,0,0,0,21.147,5.898,2021,2021-10-23,296,2021,42
2021-10-23,Montana,305,0,78,227,226,1,0,0,0,25.574,0.441,2021,2021-10-23,296,2021,42
2021-10-23,Nebraska,20,0,2,18,16,2,0,0,0,10,11.111,2021,2021-10-23,296,2021,42
2021-10-23,Nevada,415,0,155,260,260,0,0,0,0,37.349,0,2021,2021-10-23,296,2021,42
2021-10-23,New Hampshire,0,0,0,0,0,0,0,0,0,NA,NA,2021,2021-10-23,296,2021,42
2021-10-23,New Jersey,4836,0,1070,3766,3662,103,1,0,0,22.126,2.735,2021,2021-10-23,296,2021,42
2021-10-23,New Mexico,0,0,0,0,0,0,0,0,0,NA,NA,2021,2021-10-23,296,2021,42
2021-10-23,New York,474,0,212,262,261,1,0,0,0,44.726,0.382,2021,2021-10-23,296,2021,42
2021-10-23,North Carolina,700,0,164,536,536,0,0,0,0,23.429,0,2021,2021-10-23,296,2021,42
2021-10-23,North Dakota,0,0,0,0,0,0,0,0,0,NA,NA,2021,2021-10-23,296,2021,42
2021-10-23,Ohio,20,0,8,12,12,0,0,0,0,40,0,2021,2021-10-23,296,2021,42
2021-10-23,Oklahoma,0,0,0,0,0,0,0,0,0,NA,NA,2021,2021-10-23,296,2021,42
2021-10-23,Oregon,533,0,110,423,397,26,0,0,0,20.638,6.147,2021,2021-10-23,296,2021,42
2021-10-23,Pennsylvania,29975,0,1989,27986,27977,2,5,0,2,6.636,0.007,2021,2021-10-23,296,2021,42
2021-10-23,Rhode Island,827,0,17,810,793,17,0,0,0,2.056,2.099,2021,2021-10-23,296,2021,42
2021-10-23,South Carolina,0,0,0,0,0,0,0,0,0,NA,NA,2021,2021-10-23,296,2021,42
2021-10-23,South Dakota,108,0,11,97,97,0,0,0,0,10.185,0,2021,2021-10-23,296,2021,42
2021-10-23,Tennessee,0,0,0,0,0,0,0,0,0,NA,NA,2021,2021-10-23,296,2021,42
2021-10-23,Texas,24205,0,179,24026,24025,1,0,0,0,0.74,0.004,2021,2021-10-23,296,2021,42
2021-10-23,Utah,297,0,60,237,237,0,0,0,0,20.202,0,2021,2021-10-23,296,2021,42
2021-10-23,Vermont,0,0,0,0,0,0,0,0,0,NA,NA,2021,2021-10-23,296,2021,42
2021-10-23,Virginia,0,0,0,0,0,0,0,0,0,NA,NA,2021,2021-10-23,296,2021,42
2021-10-23,Washington,1013,0,220,793,793,0,0,0,0,21.718,0,2021,2021-10-23,296,2021,42
2021-10-23,West Virginia,0,0,0,0,0,0,0,0,0,NA,NA,2021,2021-10-23,296,2021,42
2021-10-23,Wisconsin,66,0,7,59,59,0,0,0,0,10.606,0,2021,2021-10-23,296,2021,42
2021-10-23,Wyoming,324,0,118,206,191,15,0,0,0,36.42,7.282,2021,2021-10-23,296,2021,42
2021-10-23,Total,91964,0,9371,82593,81880,698,13,0,2,10.19,0.845,2021,2021-10-23,296,2021,42
2021-10-16,Alabama,1229,0,425,804,521,283,0,0,0,34.581,35.199,2021,2021-10-16,289,2021,41
2021-10-16,Alaska,55,0,9,46,23,23,0,0,0,16.364,50,2021,2021-10-16,289,2021,41
2021-10-16,Arizona,481,0,110,371,370,1,0,0,0,22.869,0.27,2021,2021-10-16,289,2021,41
2021-10-16,Arkansas,0,0,0,0,0,0,0,0,0,NA,NA,2021,2021-10-16,289,2021,41
2021-10-16,California,1846,0,626,1220,1206,14,0,0,0,33.911,1.148,2021,2021-10-16,289,2021,41
2021-10-16,Colorado,0,0,0,0,0,0,0,0,0,NA,NA,2021,2021-10-16,289,2021,41
2021-10-16,Connecticut,146,0,35,111,111,0,0,0,0,23.973,0,2021,2021-10-16,289,2021,41
2021-10-16,Delaware,0,0,0,0,0,0,0,0,0,NA,NA,2021,2021-10-16,289,2021,41
2021-10-16,District Of Columbia,0,0,0,0,0,0,0,0,0,NA,NA,2021,2021-10-16,289,2021,41
2021-10-16,Florida,1242,0,374,868,866,1,1,0,0,30.113,0.115,2021,2021-10-16,289,2021,41
2021-10-16,Georgia,942,0,408,534,534,0,0,0,0,43.312,0,2021,2021-10-16,289,2021,41
2021-10-16,Hawaii,22,0,3,19,19,0,0,0,0,13.636,0,2021,2021-10-16,289,2021,41
2021-10-16,Idaho,140,0,32,108,108,0,0,0,0,22.857,0,2021,2021-10-16,289,2021,41
2021-10-16,Illinois,12719,0,1442,11277,11231,45,1,0,0,11.337,0.399,2021,2021-10-16,289,2021,41
2021-10-16,Indiana,2480,0,212,2268,2255,13,0,0,0,8.548,0.573,2021,2021-10-16,289,2021,41
2021-10-16,Iowa,318,0,67,251,250,1,0,0,0,21.069,0.398,2021,2021-10-16,289,2021,41
2021-10-16,Kansas,207,0,31,176,157,19,0,0,0,14.976,10.795,2021,2021-10-16,289,2021,41
2021-10-16,Kentucky,0,0,0,0,0,0,0,0,0,NA,NA,2021,2021-10-16,289,2021,41
2021-10-16,Louisiana,271,0,38,233,233,0,0,0,0,14.022,0,2021,2021-10-16,289,2021,41
2021-10-16,Maine,0,0,0,0,0,0,0,0,0,NA,NA,2021,2021-10-16,289,2021,41
2021-10-16,Maryland,171,0,54,117,117,0,0,0,0,31.579,0,2021,2021-10-16,289,2021,41
2021-10-16,Massachusetts,458,0,121,337,337,0,0,0,0,26.419,0,2021,2021-10-16,289,2021,41
2021-10-16,Michigan,45,0,5,40,40,0,0,0,0,11.111,0,2021,2021-10-16,289,2021,41
2021-10-16,Minnesota,638,0,183,455,455,0,0,0,0,28.683,0,2021,2021-10-16,289,2021,41
2021-10-16,Mississippi,17,0,1,16,10,6,0,0,0,5.882,37.5,2021,2021-10-16,289,2021,41
2021-10-16,Missouri,2525,0,590,1935,1819,116,0,0,0,23.366,5.995,2021,2021-10-16,289,2021,41
2021-10-16,Montana,224,0,51,173,173,0,0,0,0,22.768,0,2021,2021-10-16,289,2021,41
2021-10-16,Nebraska,41,0,9,32,27,5,0,0,0,21.951,15.625,2021,2021-10-16,289,2021,41
2021-10-16,Nevada,563,0,223,340,340,0,0,0,0,39.609,0,2021,2021-10-16,289,2021,41
2021-10-16,New Hampshire,0,0,0,0,0,0,0,0,0,NA,NA,2021,2021-10-16,289,2021,41
2021-10-16,New Jersey,9151,0,1868,7283,7109,174,0,0,0,20.413,2.389,2021,2021-10-16,289,2021,41
2021-10-16,New Mexico,0,0,0,0,0,0,0,0,0,NA,NA,2021,2021-10-16,289,2021,41
2021-10-16,New York,2614,0,761,1853,1853,0,0,0,0,29.112,0,2021,2021-10-16,289,2021,41
2021-10-16,North Carolina,1115,0,293,822,822,0,0,0,0,26.278,0,2021,2021-10-16,289,2021,41
2021-10-16,North Dakota,0,0,0,0,0,0,0,0,0,NA,NA,2021,2021-10-16,289,2021,41
2021-10-16,Ohio,199,0,78,121,120,1,0,0,0,39.196,0.826,2021,2021-10-16,289,2021,41
2021-10-16,Oklahoma,0,0,0,0,0,0,0,0,0,NA,NA,2021,2021-10-16,289,2021,41
2021-10-16,Oregon,660,0,170,490,468,22,0,0,0,25.758,4.49,2021,2021-10-16,289,2021,41
2021-10-16,Pennsylvania,154507,0,108853,45654,45640,6,6,0,2,70.452,0.013,2021,2021-10-16,289,2021,41
2021-10-16,Rhode Island,611,0,10,601,592,9,0,0,0,1.637,1.498,2021,2021-10-16,289,2021,41
2021-10-16,South Carolina,0,0,0,0,0,0,0,0,0,NA,NA,2021,2021-10-16,289,2021,41
2021-10-16,South Dakota,106,0,10,96,96,0,0,0,0,9.434,0,2021,2021-10-16,289,2021,41
2021-10-16,Tennessee,0,0,0,0,0,0,0,0,0,NA,NA,2021,2021-10-16,289,2021,41
2021-10-16,Texas,25746,0,412,25334,25334,0,0,0,0,1.6,0,2021,2021-10-16,289,2021,41
2021-10-16,Utah,195,0,70,125,125,0,0,0,0,35.897,0,2021,2021-10-16,289,2021,41
2021-10-16,Vermont,0,0,0,0,0,0,0,0,0,NA,NA,2021,2021-10-16,289,2021,41
2021-10-16,Virginia,0,0,0,0,0,0,0,0,0,NA,NA,2021,2021-10-16,289,2021,41
2021-10-16,Washington,720,0,148,572,572,0,0,0,0,20.556,0,2021,2021-10-16,289,2021,41
2021-10-16,West Virginia,0,0,0,0,0,0,0,0,0,NA,NA,2021,2021-10-16,289,2021,41
2021-10-16,Wisconsin,49,0,2,47,47,0,0,0,0,4.082,0,2021,2021-10-16,289,2021,41
2021-10-16,Wyoming,335,0,211,124,116,8,0,0,0,62.985,6.452,2021,2021-10-16,289,2021,41
2021-10-16,Total,222788,0,117935,104853,104096,747,8,0,2,52.936,0.712,2021,2021-10-16,289,2021,41
2021-10-09,Alabama,568,0,63,505,431,74,0,0,0,11.092,14.653,2021,2021-10-09,282,2021,40
2021-10-09,Alaska,48,0,3,45,34,11,0,0,0,6.25,24.444,2021,2021-10-09,282,2021,40
2021-10-09,Arizona,749,0,200,549,546,3,0,0,0,26.702,0.546,2021,2021-10-09,282,2021,40
2021-10-09,Arkansas,0,0,0,0,0,0,0,0,0,NA,NA,2021,2021-10-09,282,2021,40
2021-10-09,California,3242,0,1096,2146,2134,12,0,0,0,33.806,0.559,2021,2021-10-09,282,2021,40
2021-10-09,Colorado,468,0,58,410,410,0,0,0,0,12.393,0,2021,2021-10-09,282,2021,40
2021-10-09,Connecticut,136,0,23,113,113,0,0,0,0,16.912,0,2021,2021-10-09,282,2021,40
2021-10-09,Delaware,0,0,0,0,0,0,0,0,0,NA,NA,2021,2021-10-09,282,2021,40
2021-10-09,District Of Columbia,0,0,0,0,0,0,0,0,0,NA,NA,2021,2021-10-09,282,2021,40
2021-10-09,Florida,1657,0,422,1235,1233,2,0,0,0,25.468,0.162,2021,2021-10-09,282,2021,40
2021-10-09,Georgia,1900,0,657,1243,1243,0,0,0,0,34.579,0,2021,2021-10-09,282,2021,40
2021-10-09,Hawaii,48,0,7,41,41,0,0,0,0,14.583,0,2021,2021-10-09,282,2021,40
2021-10-09,Idaho,388,0,83,305,305,0,0,0,0,21.392,0,2021,2021-10-09,282,2021,40
2021-10-09,Illinois,13702,0,1962,11740,11603,137,0,0,0,14.319,1.167,2021,2021-10-09,282,2021,40
2021-10-09,Indiana,2989,0,232,2757,2740,17,0,0,0,7.762,0.617,2021,2021-10-09,282,2021,40
2021-10-09,Iowa,523,0,146,377,365,12,0,0,0,27.916,3.183,2021,2021-10-09,282,2021,40
2021-10-09,Kansas,186,0,36,150,132,18,0,0,0,19.355,12,2021,2021-10-09,282,2021,40
2021-10-09,Kentucky,0,0,0,0,0,0,0,0,0,NA,NA,2021,2021-10-09,282,2021,40
2021-10-09,Louisiana,155,0,16,139,139,0,0,0,0,10.323,0,2021,2021-10-09,282,2021,40
2021-10-09,Maine,0,0,0,0,0,0,0,0,0,NA,NA,2021,2021-10-09,282,2021,40
2021-10-09,Maryland,158,0,33,125,124,0,1,0,0,20.886,0,2021,2021-10-09,282,2021,40
2021-10-09,Massachusetts,266,0,95,171,171,0,0,0,0,35.714,0,2021,2021-10-09,282,2021,40
2021-10-09,Michigan,100,0,22,78,78,0,0,0,0,22,0,2021,2021-10-09,282,2021,40
2021-10-09,Minnesota,765,0,88,677,677,0,0,0,0,11.503,0,2021,2021-10-09,282,2021,40
2021-10-09,Mississippi,15,0,6,9,9,0,0,0,0,40,0,2021,2021-10-09,282,2021,40
2021-10-09,Missouri,4136,0,878,3258,3101,157,0,0,0,21.228,4.819,2021,2021-10-09,282,2021,40
2021-10-09,Montana,1136,0,344,792,792,0,0,0,0,30.282,0,2021,2021-10-09,282,2021,40
2021-10-09,Nebraska,25,0,2,23,22,1,0,0,0,8,4.348,2021,2021-10-09,282,2021,40
2021-10-09,Nevada,353,0,137,216,216,0,0,0,0,38.81,0,2021,2021-10-09,282,2021,40
2021-10-09,New Hampshire,0,0,0,0,0,0,0,0,0,NA,NA,2021,2021-10-09,282,2021,40
2021-10-09,New Jersey,9487,0,1976,7511,7482,28,1,0,0,20.829,0.373,2021,2021-10-09,282,2021,40
2021-10-09,New Mexico,0,0,0,0,0,0,0,0,0,NA,NA,2021,2021-10-09,282,2021,40
2021-10-09,New York,2262,0,757,1505,1505,0,0,0,0,33.466,0,2021,2021-10-09,282,2021,40
2021-10-09,North Carolina,2188,0,547,1641,1641,0,0,0,0,25,0,2021,2021-10-09,282,2021,40
2021-10-09,North Dakota,0,0,0,0,0,0,0,0,0,NA,NA,2021,2021-10-09,282,2021,40
2021-10-09,Ohio,1378,0,453,925,924,1,0,0,0,32.874,0.108,2021,2021-10-09,282,2021,40
2021-10-09,Oklahoma,0,0,0,0,0,0,0,0,0,NA,NA,2021,2021-10-09,282,2021,40
2021-10-09,Oregon,670,0,160,510,447,63,0,0,0,23.881,12.353,2021,2021-10-09,282,2021,40
2021-10-09,Pennsylvania,23439,0,1309,22130,22125,2,1,0,2,5.585,0.009,2021,2021-10-09,282,2021,40
2021-10-09,Rhode Island,1081,0,61,1020,1002,18,0,0,0,5.643,1.765,2021,2021-10-09,282,2021,40
2021-10-09,South Carolina,0,0,0,0,0,0,0,0,0,NA,NA,2021,2021-10-09,282,2021,40
2021-10-09,South Dakota,131,0,19,112,112,0,0,0,0,14.504,0,2021,2021-10-09,282,2021,40
2021-10-09,Tennessee,0,0,0,0,0,0,0,0,0,NA,NA,2021,2021-10-09,282,2021,40
2021-10-09,Texas,31758,0,1513,30245,30244,0,1,0,0,4.764,0,2021,2021-10-09,282,2021,40
2021-10-09,Utah,141,0,35,106,106,0,0,0,0,24.823,0,2021,2021-10-09,282,2021,40
2021-10-09,Vermont,0,0,0,0,0,0,0,0,0,NA,NA,2021,2021-10-09,282,2021,40
2021-10-09,Virginia,0,0,0,0,0,0,0,0,0,NA,NA,2021,2021-10-09,282,2021,40
2021-10-09,Washington,726,0,161,565,565,0,0,0,0,22.176,0,2021,2021-10-09,282,2021,40
2021-10-09,West Virginia,0,0,0,0,0,0,0,0,0,NA,NA,2021,2021-10-09,282,2021,40
2021-10-09,Wisconsin,58,0,5,53,53,0,0,0,0,8.621,0,2021,2021-10-09,282,2021,40
2021-10-09,Wyoming,252,0,165,87,87,0,0,0,0,65.476,0,2021,2021-10-09,282,2021,40
2021-10-09,Total,107284,0,13770,93514,92952,556,4,0,2,12.835,0.595,2021,2021-10-09,282,2021,40
2021-10-02,Alabama,740,0,93,647,532,115,0,0,0,12.568,17.774,2021,2021-10-02,275,2021,39
2021-10-02,Alaska,17,0,3,14,12,2,0,0,0,17.647,14.286,2021,2021-10-02,275,2021,39
2021-10-02,Arizona,543,0,188,355,353,2,0,0,0,34.622,0.563,2021,2021-10-02,275,2021,39
2021-10-02,Arkansas,0,0,0,0,0,0,0,0,0,NA,NA,2021,2021-10-02,275,2021,39
2021-10-02,California,7864,0,3575,4289,4276,13,0,0,0,45.46,0.303,2021,2021-10-02,275,2021,39
2021-10-02,Colorado,0,0,0,0,0,0,0,0,0,NA,NA,2021,2021-10-02,275,2021,39
2021-10-02,Connecticut,120,0,26,94,94,0,0,0,0,21.667,0,2021,2021-10-02,275,2021,39
2021-10-02,Delaware,0,0,0,0,0,0,0,0,0,NA,NA,2021,2021-10-02,275,2021,39
2021-10-02,District Of Columbia,0,0,0,0,0,0,0,0,0,NA,NA,2021,2021-10-02,275,2021,39
2021-10-02,Florida,1301,0,340,961,960,1,0,0,0,26.134,0.104,2021,2021-10-02,275,2021,39
2021-10-02,Georgia,906,0,331,575,575,0,0,0,0,36.534,0,2021,2021-10-02,275,2021,39
